n_days,initial_capital,transaction_cost,total_spot_pnl,total_perp_pnl,net_delta_pnl,delta_residual_pct,total_funding_pnl,total_pnl,total_return_pct,ann_return_pct,daily_sharpe,hourly_sharpe,max_drawdown_usd
1912,10000.0,-2080.0,36564.72,-36517.99,46.7296,0.13,20474.79,18441.52,184.415,35.2,6.586,3.161,-1325.8
